name,time,dataError,linkquality,usFlow,usLicz1,usTemp1,usTemp2
zaBramka,1628852771999069567,0,176,0.94642174243927,0,4096.1,4096.1
zaBramka,1628852781999624738,0,176,0.8767789900302887,0,4096.1,4096.1
zaBramka,1628852792006272865,0,178,0.9156520664691925,0,4096.1,4096.1
zaBramka,1628852801991541194,0,178,1.0522327423095703,0,4096.1,4096.1
zaBramka,1628852812000863557,0,176,1.0764187574386597,0,4096.1,4096.1
zaBramka,1628852821992539286,0,176,0.9702068567276001,0,4096.1,4096.1
zaBramka,1628852831998139219,0,176,1.0610190331935883,0,4096.1,4096.1
zaBramka,1628852841998219748,0,176,1.0736704766750336,0,4096.1,4096.1
zaBramka,1628852852430876280,0,176,1.1122817695140839,0,4096.1,4096.1
zaBramka,1628852861989986514,0,178,1.0406699180603027,0,4096.1,4096.1
zaBramka,1628852871998431506,0,176,1.0680883526802063,0,4096.1,4096.1
zaBramka,1628852881999295964,0,176,1.1418680548667908,0,4096.1,4096.1
zaBramka,1628852891991461158,0,178,1.154586285352707,0,4096.1,4096.1
zaBramka,1628852901992942865,0,176,1.2263393104076385,0,4096.1,4096.1
zaBramka,1628852911990265425,0,176,1.102729171514511,0,4096.1,4096.1
zaBramka,1628852921999493492,0,178,1.220828264951706,0,4096.1,4096.1
zaBramka,1628852931990192003,0,178,1.169939786195755,0,4096.1,4096.1
zaBramka,1628852941995457452,0,178,1.2131845951080322,0,4096.1,4096.1
zaBramka,1628852952000748897,0,176,1.2816562950611115,0,4096.1,4096.1
zaBramka,1628852961992881560,0,176,1.2087135314941406,0,4096.1,4096.1
zaBramka,1628852971997838810,0,176,1.1196519434452057,0,4096.1,4096.1
zaBramka,1628852982000628427,0,176,1.174270212650299,0,4096.1,4096.1
zaBramka,1628852991998890536,0,176,1.222623199224472,0,4096.1,4096.1
zaBramka,1628853002351941380,0,176,1.304796427488327,0,4096.1,4096.1
zaBramka,1628853011989993030,0,178,1.2857691049575806,0,4096.1,4096.1
zaBramka,1628853021998842780,0,178,1.2966895401477814,0,4096.1,4096.1
zaBramka,1628853031999856105,0,176,1.2251536846160889,0,4096.1,4096.1
zaBramka,1628853041851975882,0,176,1.269659847021103,0,4096.1,4096.1
zaBramka,1628853052242549098,0,176,1.342988669872284,0,4096.1,4096.1
zaBramka,1628853061959908690,0,176,1.3105430603027344,0,4096.1,4096.1
zaBramka,1628853071911623174,0,178,1.2942945063114166,0,4096.1,4096.1
zaBramka,1628853082393311622,0,176,1.2156052887439728,0,4096.1,4096.1
zaBramka,1628853091999314494,0,176,1.314225196838379,0,4096.1,4096.1
zaBramka,1628853101957841899,0,178,1.1615572571754456,0,4096.1,4096.1
zaBramka,1628853112000383099,0,176,1.3051553070545197,0,4096.1,4096.1
zaBramka,1628853122440517164,0,176,1.3030984103679657,0,4096.1,4096.1
zaBramka,1628853132003095556,0,176,1.3398618400096893,0,4096.1,4096.1
zaBramka,1628853141991691643,1,178,1.3398618400096893,0,4096.1,4096.1
zaBramka,1628853151990945725,0,178,1.3774911761283875,0,4096.1,4096.1
zaBramka,1628853161989202973,0,178,1.3184080123901367,0,4096.1,4096.1
zaBramka,1628853171999845222,0,176,1.2971633970737457,0,4096.1,4096.1
zaBramka,1628853181991999240,0,178,1.3099122047424316,0,4096.1,4096.1
zaBramka,1628853192008049360,0,176,1.3794325590133667,0,4096.1,4096.1
zaBramka,1628853202000416021,0,178,1.370239019393921,0,4096.1,4096.1
zaBramka,1628853211999874068,0,176,1.4028250873088837,0,4096.1,4096.1
zaBramka,1628853221952468100,0,178,1.3745214343070984,0,4096.1,4096.1
zaBramka,1628853231999365019,0,176,1.3604603111743927,0,4096.1,4096.1
zaBramka,1628853242001191456,0,178,1.3872354626655579,0,4096.1,4096.1
zaBramka,1628853251959138531,0,178,1.3229379057884216,0,4096.1,4096.1
zaBramka,1628853262392609664,0,176,1.3850479423999786,0,4096.1,4096.1
zaBramka,1628853272002795291,0,178,1.450780838727951,0,4096.1,4096.1
zaBramka,1628853281975481488,0,176,1.528908133506775,0,4096.1,4096.1
zaBramka,1628853292639002362,0,176,1.4481610357761383,0,4096.1,4096.1
zaBramka,1628853301962578302,0,176,1.4554182887077332,0,4096.1,4096.1
zaBramka,1628853311960219910,0,178,1.4618430733680725,0,4096.1,4096.1
zaBramka,1628853321999150354,0,178,1.467599093914032,0,4096.1,4096.1
zaBramka,1628853331959037511,0,176,1.4674756228923798,0,4096.1,4096.1
zaBramka,1628853341959077359,0,178,1.4696794152259827,0,4096.1,4096.1
zaBramka,1628853351961059424,0,178,1.410825401544571,0,4096.1,4096.1
zaBramka,1628853361998557038,0,178,1.3784242272377014,0,4096.1,4096.1
zaBramka,1628853371957911826,0,176,1.5352973341941833,0,4096.1,4096.1
zaBramka,1628853381960437810,0,176,1.474893182516098,0,4096.1,4096.1
zaBramka,1628853391951166934,0,176,1.335652381181717,0,4096.1,4096.1
zaBramka,1628853401961103069,0,176,1.352103978395462,0,4096.1,4096.1
zaBramka,1628853411951199336,0,178,1.3583056032657623,0,4096.1,4096.1
zaBramka,1628853422321917234,0,176,1.4518565833568573,0,4096.1,4096.1
zaBramka,1628853431958681412,0,176,1.3480968475341797,0,4096.1,4096.1
zaBramka,1628853441960956683,0,178,1.4095123708248138,0,4096.1,4096.1
zaBramka,1628853451960805936,0,176,1.247032642364502,0,4096.1,4096.1
zaBramka,1628853462309840888,0,178,1.2512584626674652,0,4096.1,4096.1
zaBramka,1628853472359166141,0,176,1.3992462158203125,0,4096.1,4096.1
zaBramka,1628853481959855326,0,176,1.2881770133972168,0,4096.1,4096.1
zaBramka,1628853491959592887,0,178,1.358659029006958,0,4096.1,4096.1
zaBramka,1628853501966726043,0,176,1.2992859184741974,0,4096.1,4096.1
zaBramka,1628853511956961081,0,176,1.2604840099811554,0,4096.1,4096.1
zaBramka,1628853521950103738,0,176,1.2531883120536804,0,4096.1,4096.1
zaBramka,1628853531959232793,0,176,1.2406391501426697,0,4096.1,4096.1
zaBramka,1628853542351944680,0,176,1.2924281358718872,0,4096.1,4096.1
zaBramka,1628853551959453244,0,176,1.3473606705665588,0,4096.1,4096.1
zaBramka,1628853561960302106,0,178,1.3518866300582886,0,4096.1,4096.1
zaBramka,1628853571959963346,0,176,1.2576017081737518,0,4096.1,4096.1
zaBramka,1628853581959582285,0,178,1.2448436915874481,0,4096.1,4096.1
zaBramka,1628853592000170413,0,178,1.2733984887599945,0,4096.1,4096.1
zaBramka,1628853601951483475,0,176,1.2391164600849152,0,4096.1,4096.1
zaBramka,1628853611958014374,0,178,1.209075540304184,0,4096.1,4096.1
zaBramka,1628853621959118225,0,176,1.3009596168994904,0,4096.1,4096.1
zaBramka,1628853631961964192,0,176,1.0907390713691711,0,4096.1,4096.1
zaBramka,1628853641959462663,0,178,1.1999221444129944,0,4096.1,4096.1
zaBramka,1628853651960528780,0,176,1.2212020754814148,0,4096.1,4096.1
zaBramka,1628853661951486066,0,176,1.1752703189849854,0,4096.1,4096.1
zaBramka,1628853672442325426,0,178,1.1880918145179749,0,4096.1,4096.1
zaBramka,1628853681960996464,0,178,1.2825976610183716,0,4096.1,4096.1
zaBramka,1628853692391316595,0,176,1.1536234617233276,0,4096.1,4096.1
zaBramka,1628853702470487003,0,178,1.1032178699970245,0,4096.1,4096.1
zaBramka,1628853711969368292,0,178,1.1625249087810516,0,4096.1,4096.1
zaBramka,1628853721959280007,0,176,1.1558274328708649,0,4096.1,4096.1
zaBramka,1628853731957778801,0,176,1.238261193037033,0,4096.1,4096.1
zaBramka,1628853741886945552,0,178,1.1385340690612793,0,4096.1,4096.1
zaBramka,1628853751962974108,0,176,1.2457151412963867,0,4096.1,4096.1
zaBramka,1628853761966906244,0,176,1.291355162858963,0,4096.1,4096.1
zaBramka,1628853771962628854,0,176,1.1162479519844055,0,4096.1,4096.1
zaBramka,1628853781950210974,0,178,1.1563358008861542,0,4096.1,4096.1
zaBramka,1628853791962557394,0,176,1.2276413440704346,0,4096.1,4096.1
zaBramka,1628853801960646809,0,176,1.269377052783966,0,4096.1,4096.1
zaBramka,1628853811838145753,0,178,1.2642862200737,0,4096.1,4096.1
zaBramka,1628853821962062251,0,178,1.1745218932628632,0,4096.1,4096.1
zaBramka,1628853832351943392,0,176,1.2766900062561035,0,4096.1,4096.1
zaBramka,1628853842399616718,0,176,1.2496539652347565,0,4096.1,4096.1
zaBramka,1628853852360158977,0,178,1.2224980294704437,0,4096.1,4096.1
zaBramka,1628853861969142247,0,178,1.1746139824390411,0,4096.1,4096.1
zaBramka,1628853872278020446,0,178,1.231121689081192,0,4096.1,4096.1
zaBramka,1628853881959440050,0,176,1.1920394897460938,0,4096.1,4096.1
zaBramka,1628853891921664947,0,178,1.2284671068191528,0,4096.1,4096.1
zaBramka,1628853902230600452,0,176,1.225408136844635,0,4096.1,4096.1
zaBramka,1628853912214475230,0,176,1.1533131301403046,0,4096.1,4096.1
zaBramka,1628853922279353737,0,178,1.1480409801006317,0,4096.1,4096.1
zaBramka,1628853931952804827,0,176,1.1043437719345093,0,4096.1,4096.1
zaBramka,1628853941967901218,0,178,1.2243212163448334,0,4096.1,4096.1
zaBramka,1628853951959206812,0,176,1.1841084659099579,0,4096.1,4096.1
zaBramka,1628853961959015787,0,176,1.1926197409629822,0,4096.1,4096.1
zaBramka,1628853972248945286,0,178,1.132644921541214,0,4096.1,4096.1
zaBramka,1628853982280819622,0,176,1.175060123205185,0,4096.1,4096.1
zaBramka,1628853991960054557,0,176,1.1630765497684479,0,4096.1,4096.1
zaBramka,1628854001959635719,0,176,1.0833351016044617,0,4096.1,4096.1
zaBramka,1628854012351434383,0,178,1.0589346885681152,0,4096.1,4096.1
zaBramka,1628854021966898464,0,176,1.2367779314517975,0,4096.1,4096.1
zaBramka,1628854031966405701,0,176,1.1080017685890198,0,4096.1,4096.1
zaBramka,1628854042409823364,0,178,1.1187933683395386,0,4096.1,4096.1
zaBramka,1628854052440114781,0,176,1.0845204591751099,0,4096.1,4096.1
zaBramka,1628854062393254020,0,176,1.0275534689426422,0,4096.1,4096.1
zaBramka,1628854071969474466,0,178,1.0748621821403503,0,4096.1,4096.1
zaBramka,1628854081959047541,0,176,1.1188543438911438,0,4096.1,4096.1
zaBramka,1628854091959885949,0,176,1.0083366930484772,0,4096.1,4096.1
zaBramka,1628854101959622728,0,176,1.1516956686973572,0,4096.1,4096.1
zaBramka,1628854111961250927,0,178,1.0684315860271454,0,4096.1,4096.1
zaBramka,1628854121961918843,0,176,1.1763217449188232,0,4096.1,4096.1
zaBramka,1628854131920434536,0,178,1.1714115142822266,0,4096.1,4096.1
zaBramka,1628854141959466778,0,178,1.1549472212791443,0,4096.1,4096.1
zaBramka,1628854151919019836,0,176,1.1410851180553436,0,4096.1,4096.1
zaBramka,1628854161920071674,0,178,1.1366012692451477,0,4096.1,4096.1
zaBramka,1628854171918170015,0,176,1.1863862872123718,0,4096.1,4096.1
zaBramka,1628854182358564828,0,176,1.126868337392807,0,4096.1,4096.1
zaBramka,1628854192399320197,0,178,1.2157169580459595,0,4096.1,4096.1
zaBramka,1628854201951858552,0,176,1.1877977550029755,0,4096.1,4096.1
zaBramka,1628854211958188783,0,176,1.072678953409195,0,4096.1,4096.1
zaBramka,1628854221913113782,0,176,1.1412565112113953,0,4096.1,4096.1
zaBramka,1628854232320426551,0,178,1.1640070080757141,0,4096.1,4096.1
zaBramka,1628854242331283625,0,176,1.0995383262634277,0,4096.1,4096.1
zaBramka,1628854251926100098,0,176,1.1049607694149017,0,4096.1,4096.1
zaBramka,1628854261922113478,0,176,1.1470667123794556,0,4096.1,4096.1
zaBramka,1628854271922377809,0,178,1.124744474887848,0,4096.1,4096.1
zaBramka,1628854281961417788,0,176,1.1441102027893066,0,4096.1,4096.1
zaBramka,1628854291919208403,0,176,1.2662785649299622,0,4096.1,4096.1
zaBramka,1628854301923690872,0,176,1.076814204454422,0,4096.1,4096.1
zaBramka,1628854311922711356,0,178,1.146344929933548,0,4096.1,4096.1
zaBramka,1628854321922687374,0,176,1.1289168298244476,0,4096.1,4096.1
zaBramka,1628854331918734547,0,178,1.120604932308197,0,4096.1,4096.1
zaBramka,1628854342358601744,0,176,1.1699048280715942,0,4096.1,4096.1
zaBramka,1628854351918925573,0,176,1.1624033153057098,0,4096.1,4096.1
zaBramka,1628854361922489741,0,176,1.0622838735580444,0,4096.1,4096.1
zaBramka,1628854371910479905,0,178,1.0632713735103607,0,4096.1,4096.1
zaBramka,1628854382271191093,0,176,1.2084888517856598,0,4096.1,4096.1
zaBramka,1628854391920909365,0,176,1.2122730016708374,0,4096.1,4096.1
zaBramka,1628854401923335260,0,176,1.2869083285331726,0,4096.1,4096.1
zaBramka,1628854412369989668,0,178,1.0567705929279327,0,4096.1,4096.1
zaBramka,1628854422448183292,0,178,1.1009503304958344,0,4096.1,4096.1
zaBramka,1628854432360924114,0,178,1.158390372991562,0,4096.1,4096.1
zaBramka,1628854441911757069,0,176,1.2161370813846588,0,4096.1,4096.1
zaBramka,1628854452312161900,0,178,1.048587441444397,0,4096.1,4096.1
zaBramka,1628854461910291039,0,178,1.1412533819675446,0,4096.1,4096.1
zaBramka,1628854471923174186,0,176,1.1302205622196198,0,4096.1,4096.1
zaBramka,1628854482288495186,0,176,1.1750378608703613,0,4096.1,4096.1
zaBramka,1628854491918590588,0,176,1.1608944833278656,0,4096.1,4096.1
zaBramka,1628854501839114393,0,178,1.0929667353630066,0,4096.1,4096.1
zaBramka,1628854512288722114,0,176,1.2224072813987732,0,4096.1,4096.1
zaBramka,1628854522351978936,0,176,1.1758689880371094,0,4096.1,4096.1
zaBramka,1628854531918114680,0,178,1.2084656953811646,0,4096.1,4096.1
zaBramka,1628854541921743888,0,176,1.160991132259369,0,4096.1,4096.1
zaBramka,1628854551912518557,0,176,1.1704876720905304,0,4096.1,4096.1
zaBramka,1628854561919592294,0,178,1.2225125133991241,0,4096.1,4096.1
zaBramka,1628854571921064229,0,176,1.177620381116867,0,4096.1,4096.1
zaBramka,1628854581921060825,0,178,1.2969439029693604,0,4096.1,4096.1
zaBramka,1628854591922648526,0,178,1.2161632776260376,0,4096.1,4096.1
zaBramka,1628854601913887919,0,176,1.2244332432746887,0,4096.1,4096.1
zaBramka,1628854612260130692,0,176,1.249802827835083,0,4096.1,4096.1
zaBramka,1628854621911873230,0,176,1.168986439704895,0,4096.1,4096.1
zaBramka,1628854631910832840,0,178,1.339893490076065,0,4096.1,4096.1
zaBramka,1628854642271260246,0,176,1.1693513095378876,0,4096.1,4096.1
zaBramka,1628854652280777857,0,176,1.1810584366321564,0,4096.1,4096.1
zaBramka,1628854662278576916,0,176,1.2108771800994873,0,4096.1,4096.1
zaBramka,1628854672273586607,0,176,1.2673339247703552,0,4096.1,4096.1
zaBramka,1628854681919773737,0,178,1.1362976431846619,0,4096.1,4096.1
zaBramka,1628854692192708490,0,178,1.2106508016586304,0,4096.1,4096.1
zaBramka,1628854701935009818,0,176,1.2389988005161285,0,4096.1,4096.1
zaBramka,1628854712196438563,0,176,1.2256607115268707,0,4096.1,4096.1
zaBramka,1628854721882463958,0,178,1.273374080657959,0,4096.1,4096.1
zaBramka,1628854732200830407,0,178,1.273406445980072,0,4096.1,4096.1
zaBramka,1628854741918107288,0,176,1.1845082938671112,0,4096.1,4096.1
zaBramka,1628854752229826098,0,178,1.2070354521274567,0,4096.1,4096.1
zaBramka,1628854761880592898,0,176,1.1811254918575287,0,4096.1,4096.1
zaBramka,1628854772233351964,0,176,1.1471433341503143,0,4096.1,4096.1
zaBramka,1628854782231112522,0,176,1.1323509514331818,0,4096.1,4096.1
zaBramka,1628854791918490837,0,178,1.133023202419281,0,4096.1,4096.1
zaBramka,1628854801923706864,0,178,1.2613561749458313,0,4096.1,4096.1
zaBramka,1628854811951050705,0,178,1.187161535024643,0,4096.1,4096.1
zaBramka,1628854822230304462,0,178,1.2723556458950043,0,4096.1,4096.1
zaBramka,1628854831800341434,0,178,1.1821525990962982,0,4096.1,4096.1
zaBramka,1628854842240528076,0,176,1.1422158479690552,0,4096.1,4096.1
zaBramka,1628854852229857085,0,176,1.2722402215003967,0,4096.1,4096.1
zaBramka,1628854861919937267,0,176,1.2885130047798157,0,4096.1,4096.1
zaBramka,1628854871921675506,0,176,1.201507419347763,0,4096.1,4096.1
zaBramka,1628854881909485161,0,178,1.213218480348587,0,4096.1,4096.1
zaBramka,1628854891927422841,0,176,1.3101763129234314,0,4096.1,4096.1
zaBramka,1628854901919473716,0,176,1.4014129936695099,0,4096.1,4096.1
zaBramka,1628854911922119648,0,176,1.3357506394386292,0,4096.1,4096.1
zaBramka,1628854921910312235,0,176,1.2735030055046082,0,4096.1,4096.1
zaBramka,1628854932250510431,0,176,1.3180306255817413,0,4096.1,4096.1
zaBramka,1628854941918254065,0,178,1.270198792219162,0,4096.1,4096.1
zaBramka,1628854951919807704,0,176,1.2239922881126404,0,4096.1,4096.1
zaBramka,1628854962399604985,0,176,1.3566636443138123,0,4096.1,4096.1
zaBramka,1628854971917386089,0,178,1.2471157908439636,0,4096.1,4096.1
zaBramka,1628854981920321286,0,176,1.3339634835720062,0,4096.1,4096.1
zaBramka,1628854992442149314,0,176,1.3039820194244385,0,4096.1,4096.1
zaBramka,1628855001922751478,0,176,1.3795055150985718,0,4096.1,4096.1
zaBramka,1628855012482978143,0,176,1.3221977055072784,0,4096.1,4096.1
zaBramka,1628855022471122231,0,176,1.3472574949264526,0,4096.1,4096.1
zaBramka,1628855032443232654,0,176,1.271161437034607,0,4096.1,4096.1
zaBramka,1628855042400977811,0,178,1.2555123567581177,0,4096.1,4096.1
zaBramka,1628855052391157105,0,176,1.2729527056217194,0,4096.1,4096.1
zaBramka,1628855061799772206,0,176,1.3245096802711487,0,4096.1,4096.1
zaBramka,1628855072270143118,0,178,1.272268831729889,0,4096.1,4096.1
zaBramka,1628855082359789353,0,176,1.2547768950462341,0,4096.1,4096.1
zaBramka,1628855091879875021,0,176,1.4145011007785797,0,4096.1,4096.1
zaBramka,1628855102267807164,0,176,1.2919414937496185,0,4096.1,4096.1
zaBramka,1628855111879191691,0,178,1.2877973914146423,0,4096.1,4096.1
zaBramka,1628855121878899777,0,176,1.292903870344162,0,4096.1,4096.1
zaBramka,1628855131911162629,0,178,1.2829828262329102,0,4096.1,4096.1
zaBramka,1628855141880356263,0,178,1.3303847908973694,0,4096.1,4096.1
zaBramka,1628855151878323914,0,176,1.202061116695404,0,4096.1,4096.1
zaBramka,1628855161870256355,0,178,1.293022334575653,0,4096.1,4096.1
zaBramka,1628855172234044075,0,178,1.3085815608501434,0,4096.1,4096.1
zaBramka,1628855182281277765,0,178,1.2628873586654663,0,4096.1,4096.1
zaBramka,1628855192279584117,0,176,1.3923321068286896,0,4096.1,4096.1
zaBramka,1628855201871145185,0,178,1.2155677378177643,0,4096.1,4096.1
zaBramka,1628855211882204076,0,176,1.305318921804428,0,4096.1,4096.1
zaBramka,1628855221871292278,0,176,1.1567202508449554,0,4096.1,4096.1
zaBramka,1628855231895651082,0,176,1.3034034669399261,0,4096.1,4096.1
zaBramka,1628855241879259830,0,176,1.2858348190784454,0,4096.1,4096.1
zaBramka,1628855251888193469,0,178,1.2479232251644135,0,4096.1,4096.1
zaBramka,1628855262279010315,0,178,1.1818445026874542,0,4096.1,4096.1
zaBramka,1628855271881723722,0,176,1.3504860699176788,0,4096.1,4096.1
zaBramka,1628855281881713673,0,176,1.3399991691112518,0,4096.1,4096.1
zaBramka,1628855291881289781,0,176,1.3197663724422455,0,4096.1,4096.1
zaBramka,1628855301879980821,0,176,1.3017183244228363,0,4096.1,4096.1
zaBramka,1628855311920415267,0,178,1.2861339747905731,0,4096.1,4096.1
zaBramka,1628855322368114007,0,176,1.3026155233383179,0,4096.1,4096.1
zaBramka,1628855332398464896,0,176,1.3717131614685059,0,4096.1,4096.1
zaBramka,1628855342364073015,0,176,1.3452512919902802,0,4096.1,4096.1
zaBramka,1628855352371131306,0,176,1.3479453921318054,0,4096.1,4096.1
zaBramka,1628855362322323547,0,178,1.329464167356491,0,4096.1,4096.1
zaBramka,1628855371885362236,0,176,1.2806492149829865,0,4096.1,4096.1
zaBramka,1628855381878431108,0,178,1.3497215509414673,0,4096.1,4096.1
zaBramka,1628855391878235583,0,176,1.3931434750556946,0,4096.1,4096.1
zaBramka,1628855402192795830,0,176,1.4661625027656555,0,4096.1,4096.1
zaBramka,1628855411880892388,0,176,1.3467049598693848,0,4096.1,4096.1
zaBramka,1628855422471462639,0,176,1.4473948180675507,0,4096.1,4096.1
zaBramka,1628855432444081657,0,176,1.3881914019584656,0,4096.1,4096.1
zaBramka,1628855442400679841,0,178,1.3803934156894684,0,4096.1,4096.1
zaBramka,1628855451887472217,0,176,1.3889485895633698,0,4096.1,4096.1
zaBramka,1628855461881011559,0,178,1.416730910539627,0,4096.1,4096.1
zaBramka,1628855472323203585,0,176,1.422030508518219,0,4096.1,4096.1
zaBramka,1628855481841519187,0,176,1.4180381298065186,0,4096.1,4096.1
zaBramka,1628855492238995651,0,176,1.3564411103725433,0,4096.1,4096.1
zaBramka,1628855501883322226,0,176,1.3512157201766968,0,4096.1,4096.1
zaBramka,1628855512200152010,0,176,1.3626438081264496,0,4096.1,4096.1
zaBramka,1628855521880477542,0,178,1.3968145251274109,0,4096.1,4096.1
zaBramka,1628855531878389585,0,176,1.303437888622284,0,4096.1,4096.1
zaBramka,1628855541880831404,0,176,1.342173457145691,0,4096.1,4096.1
zaBramka,1628855551885260789,0,176,1.4077267348766327,0,4096.1,4096.1
zaBramka,1628855561888791292,0,176,1.3266645669937134,0,4096.1,4096.1
zaBramka,1628855571880671396,0,178,1.3104701042175293,0,4096.1,4096.1
zaBramka,1628855581891068113,0,176,1.348741739988327,0,4096.1,4096.1
zaBramka,1628855591869566800,0,178,1.3125256597995758,0,4096.1,4096.1
zaBramka,1628855602277776811,0,176,1.420375496149063,0,4096.1,4096.1
zaBramka,1628855611871609975,0,176,1.3698998987674713,0,4096.1,4096.1
zaBramka,1628855621879891954,0,178,1.349132001399994,0,4096.1,4096.1
zaBramka,1628855632239551125,0,176,1.3231594562530518,0,4096.1,4096.1
zaBramka,1628855641873573053,0,176,1.2534060180187225,0,4096.1,4096.1
zaBramka,1628855651870462192,0,176,1.2716162502765656,0,4096.1,4096.1
zaBramka,1628855661872875035,0,176,1.2591032087802887,0,4096.1,4096.1
zaBramka,1628855672150183594,0,176,1.2157845497131348,0,4096.1,4096.1
zaBramka,1628855681881341403,0,176,1.4090324342250824,0,4096.1,4096.1
zaBramka,1628855691877616663,0,176,1.3247195184230804,0,4096.1,4096.1
zaBramka,1628855702200274448,0,178,1.2725607454776764,0,4096.1,4096.1
zaBramka,1628855711869951746,0,176,1.2871219217777252,0,4096.1,4096.1
zaBramka,1628855721880745047,0,178,1.2880235016345978,0,4096.1,4096.1
zaBramka,1628855732264592078,0,178,1.225605547428131,0,4096.1,4096.1
zaBramka,1628855741872682144,0,176,1.287516474723816,0,4096.1,4096.1
zaBramka,1628855751877505783,0,176,1.2895243763923645,0,4096.1,4096.1
zaBramka,1628855761870558251,0,178,1.25132355093956,0,4096.1,4096.1
zaBramka,1628855771879228098,0,178,1.3482173681259155,0,4096.1,4096.1
zaBramka,1628855781868600824,0,178,1.347675383090973,0,4096.1,4096.1
zaBramka,1628855791871993433,0,176,1.2452335059642792,0,4096.1,4096.1
zaBramka,1628855801879775209,0,178,1.2904501855373383,0,4096.1,4096.1
zaBramka,1628855811872126266,0,178,1.322631061077118,0,4096.1,4096.1
zaBramka,1628855821872800760,1,178,1.322631061077118,0,4096.1,4096.1
zaBramka,1628855831839922617,0,176,1.3746907711029053,0,4096.1,4096.1
zaBramka,1628855841880535613,0,178,1.292544186115265,0,4096.1,4096.1
zaBramka,1628855851878622066,0,176,1.2598123848438263,0,4096.1,4096.1
zaBramka,1628855861799597665,0,178,1.310685932636261,0,4096.1,4096.1
zaBramka,1628855872162288771,0,176,1.3354212641716003,0,4096.1,4096.1
zaBramka,1628855881888321926,0,176,1.2771061062812805,0,4096.1,4096.1
